Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Type","Inductance Factor (Al)","Tolerance","Gap","Effective Permeability (µe)","Initial Permeability (µi)","Material","Core Factor (ΣI/A) mm<sup>1</sup>","Effective Length (le) mm","Effective Area (Ae) mm²","Minimum Core Cross Section (Amin) mm²","Effective Magnetic Volume (Ve) mm³","Finish","Supplier Device Package","Height","Length","Width","Diameter"
https://en.tdk.eu/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66311GX187.JPG,495-5423-ND,B66311G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,2877,0,"0.44000","0","1","B66311","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 20 x 10 x 6","10.00mm","20.40mm","5.90mm","-"
https://en.tdk.eu/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66317GX187.JPG,495-5430-ND,B66317G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,1752,0,"0.59000","0","1","B66317","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 25 x 13 x 7","12.80mm","25.00mm","7.50mm","-"
https://en.tdk.eu/inf/80/db/fer/er_9_5_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65523JR87.JPG,495-5110-ND,B65523J0000R087,EPCOS (TDK),FERRITE CORE ER 800NH N87 2PCS,3364,0,"0.61000","0","1","B65523","Active","ER","800nH","-20%, +30%","Ungapped","1000","2200","N87","1.54","13.6","8.81","-","120","Uncoated","ER 9.5 x 5","2.50mm","9.50mm","5.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_30_15_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66319GX187.JPG,495-5433-ND,B66319G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,1135,0,"0.70000","0","1","B66319","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 30 x 15 x 7","15.20mm","30.00mm","7.30mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_34_17_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66361GX187.jpg,495-5462-ND,B66361G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,1139,0,"1.05000","0","1","B66361","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 34 x 17 x 11","17.50mm","34.00mm","11.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_42_21_15.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66325GX187.jpg,495-5435-ND,B66325G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,1479,0,"1.72000","0","1","B66325","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 42 x 21 x 15","21.20mm","42.00mm","15.20mm","-"
https://en.tdk.eu/inf/80/db/fer/e_55_28_21.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66335GX187.jpg,495-5441-ND,B66335G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,793,0,"3.75000","0","1","B66335","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 55 x 28 x 21","27.80mm","55.00mm","21.00mm","-"
https://en.tdk.eu/inf/80/db/fer/etd_59_31_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66397GX187.jpg,495-5506-ND,B66397G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,277,0,"5.09000","0","1","B66397","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 59 x 31 x 22","31.20mm","59.80mm","22.10mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_64.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66295GX187.jpg,495-5403-ND,B66295G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,105,0,"9.15000","0","1","B66295","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 64 x 10 x50","10.20mm","64.00mm","50.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_70_33_32.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66371GX187.JPG,495-5492-ND,B66371G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,143,0,"9.84000","0","1","B66371","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 70 x 33 x 32","33.20mm","70.50mm","32.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66311GX130.jpg,495-5422-ND,B66311G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,1828,0,"0.49000","0","1","B66311","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 20 x 10 x 6","10.00mm","20.40mm","5.90mm","-"
https://en.tdk.eu/inf/80/db/fer/e_5.pdf,//media.digikey.com/photos/Epcos%20Photos/B66303GX187.JPG,495-5406-ND,B66303G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,11484,0,"0.51000","0","1","B66303","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E5","2.65mm","5.25mm","2.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_6_3.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66300GX138.JPG,495-5404-ND,B66300G0000X138,EPCOS (TDK),FERRITE CORE E T38 1PC,1958,0,"0.56000","0","1","B66300","Active","E","-","-","Ungapped","-","-","T38","-","-","-","-","-","Uncoated","E 6 x 3","2.90mm","6.30mm","2.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_8_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66302GX187.JPG,495-5405-ND,B66302G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,3561,0,"0.64000","0","1","B66302","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 8 x 8","4.10mm","9.00mm","2.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65839AR87.JPG,495-5311-ND,B65839A0000R087,EPCOS (TDK),FERRITE CORE EP 1.1UH N87 2PCS,2146,0,"0.66000","0","1","B65839","Active","EP","1.1µH","-20%, +30%","Ungapped","1330","2200","N87","1.52","15.7","10.3","8.5","162","Uncoated","EP 7","3.75mm","9.40mm","6.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65841AR87.JPG,495-5313-ND,B65841A0000R087,EPCOS (TDK),FERRITE CORE EP 1.1UH N87 2PCS,2056,0,"0.67000","0","1","B65841","Active","EP","1.1µH","-20%, +30%","Ungapped","1480","2200","N87","1.7","19.2","11.3","8.5","217","Uncoated","EP 10","5.20mm","11.80mm","7.85mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_44_22_15.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66365GX197.jpg,495-5479-ND,B66365G0000X197,EPCOS (TDK),FERRITE CORE ETD N97 1PC,286,0,"2.71000","0","1","B66365","Active","ETD","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ETD 44 x 22 x 15","22.50mm","43.80mm","15.20mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_54_28_19.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66395GX187.jpg,495-5501-ND,B66395G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,168,0,"3.47000","0","1","B66395","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 54 x 28 x 19","27.80mm","54.50mm","19.30mm","-"
https://en.tdk.eu/inf/80/db/fer/e_55_28_25.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66344GX187.JPG,495-5446-ND,B66344G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,400,0,"5.16000","0","1","B66344","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 55 x 28 x 25","27.80mm","55.00mm","25.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65841AY38.JPG,495-5314-ND,B65841A0000Y038,EPCOS (TDK),FERRITE CORE EP 4.8UH T38 2PCS,1672,0,"1.19000","0","1","B65841","Active","EP","4.8µH","-30%, +40%","Ungapped","6490","2300","T38","1.7","19.2","11.3","8.5","217","Uncoated","EP 10","5.20mm","11.80mm","7.85mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_13.pdf,-,495-75506-ND,B66479G0000X192,EPCOS (TDK),FERRITE CORE EQ N92 1PC,1840,0,"0.65000","0","1","B66479","Active","EQ","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","EQ 13 x 3","2.85mm","12.80mm","8.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_18_3_10.pdf,-,495-75510-ND,B66480G0000X187,EPCOS (TDK),FERRITE CORE ER N87 1PC,2325,0,"0.67000","0","1","B66480","Active","ER","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ER 18 x 3 x 10","3.15mm","18.00mm","9.70mm","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/B66281G_K_Series.pdf,-,495-75470-ND,B66281G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,2183,0,"0.67000","0","1","B66281","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 14 x 3.5 x 5","3.50mm","14.00mm","5.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_13.pdf,-,495-75508-ND,B66479G0000X197,EPCOS (TDK),FERRITE CORE EQ N97 1PC,1990,0,"0.68000","0","1","B66479","Active","EQ","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","EQ 13 x 3","2.85mm","12.80mm","8.70mm","-"
https://en.tdk.eu/inf/80/db/fer/er_9_5_5.pdf,-,495-75468-ND,B65523J0000R092,EPCOS (TDK),FERRITE CORE ER 660NH N92 2PCS,5131,0,"0.78000","0","1","B65523","Active","ER","660nH","-20%, +30%","Ungapped","811","1500","N92","1.54","13.6","8.81","-","120","Uncoated","ER 9.5 x 5","2.50mm","9.50mm","5.00mm","-"
https://en.tdk.eu/inf/80/db/fer/er_9_5_5.pdf,-,495-75469-ND,B65523J0000R097,EPCOS (TDK),FERRITE CORE ER 840NH N97 2PCS,1970,0,"0.78000","0","1","B65523","Active","ER","840nH","-20%, +30%","Ungapped","1032","2300","N97","1.54","13.6","8.81","-","120","Uncoated","ER 9.5 x 5","2.50mm","9.50mm","5.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_20.pdf,-,495-75525-ND,B66483G0000X187,EPCOS (TDK),FERRITE CORE EQ N87 1PC,1089,0,"0.84000","0","1","B66483","Active","EQ","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","EQ 20 x 6","6.30mm","20.00mm","14.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_18_3_10.pdf,-,495-75511-ND,B66480G0000X192,EPCOS (TDK),FERRITE CORE ER N92 1PC,2395,0,"0.91000","0","1","B66480","Active","ER","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ER 18 x 3 x 10","3.15mm","18.00mm","9.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_18_3_10.pdf,-,495-75512-ND,B66480G0000X197,EPCOS (TDK),FERRITE CORE ER N97 1PC,2326,0,"0.91000","0","1","B66480","Active","ER","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ER 18 x 3 x 10","3.15mm","18.00mm","9.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_18_3_10.pdf,-,495-75509-ND,B66480G0000X149,EPCOS (TDK),FERRITE CORE ER N49 1PC,1928,0,"0.91000","0","1","B66480","Active","ER","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ER 18 x 3 x 10","3.15mm","18.00mm","9.70mm","-"
https://en.tdk.eu/inf/80/db/fer/etd_29_16_10.pdf,-,495-75921-ND,B66358G0000X197,EPCOS (TDK),FERRITE CORE ETD N97 1PC,1176,0,"1.10000","0","1","B66358","Active","ETD","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ETD 29 x 16 x 10","16.00mm","30.60mm","9.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66483GX197.JPG,495-75214-ND,B66483G0000X197,EPCOS (TDK),FERRITE CORE EQ N97 1PC,2213,0,"1.17000","0","1","B66483","Active","EQ","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","EQ 20 x 6","6.30mm","20.00mm","14.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_20.pdf,-,495-75526-ND,B66483G0000X192,EPCOS (TDK),FERRITE CORE EQ N92 1PC,1190,0,"1.17000","0","1","B66483","Active","EQ","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","EQ 20 x 6","6.30mm","20.00mm","14.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_20.pdf,-,495-75524-ND,B66483G0000X149,EPCOS (TDK),FERRITE CORE EQ N49 1PC,1150,0,"1.17000","0","1","B66483","Active","EQ","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","EQ 20 x 6","6.30mm","20.00mm","14.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,-,495-75493-ND,B66455G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,1770,0,"1.26000","0","1","B66455","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_32_5_21.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66501G0000X187.jpg,495-75541-ND,B66501G0000X187,EPCOS (TDK),FERRITE CORE ER N87 1PC,3246,0,"1.49000","0","1","B66501","Active","ER","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ER 32 x 5 x 21","5.10mm","32.00mm","21.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,-,495-75501-ND,B66461G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,181,0,"2.82000","0","1","B66461","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_38.pdf,-,495-75480-ND,B66289G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,435,0,"3.13000","0","1","B66289","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 38 x 8 x 25","8.25mm","38.10mm","25.40mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,-,495-75446-ND,B66291G0000X197,EPCOS (TDK),FERRITE CORE ELP N87,238,0,"3.43000","0","1","B66291","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,-,495-75502-ND,B66461G0000X192,EPCOS (TDK),FERRITE CORE ELP N92 1PC,336,0,"3.59000","0","1","B66461","Active","ELP","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,-,495-75503-ND,B66461G0000X195,EPCOS (TDK),FERRITE CORE ELP N95 1PC,290,0,"3.59000","0","1","B66461","Active","ELP","-","-","Ungapped","-","-","N95","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_102.pdf,-,495-75449-ND,B66297G0000X187,EPCOS (TDK),FERRITE CORE ELP N87,136,0,"9.95000","0","1","B66297","Active","ELP","-","±25%","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 102 x 20 x 38","20.3mm","102.00mm","37.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_64.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66295GX187.jpg,495-75485-ND,B66295G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,202,0,"11.63000","0","1","B66295","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 64 x 10 x50","10.20mm","64.00mm","50.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66305GX187.JPG,495-5408-ND,B66305G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,380,0,"0.32000","0","1","B66305","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 13 x 7 x 4","6.50mm","12.60mm","3.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65843AR87.JPG,495-5317-ND,B65843A0000R087,EPCOS (TDK),FERRITE CORE EP 1.6UH N87 2PCS,282,0,"0.63000","0","1","B65843A","Active","EP","1.6µH","-20%, +30%","Ungapped","1580","2200","N87","1.24","24.2","19.5","14.9","472","Uncoated","EP 13","6.50mm","12.80mm","9.00mm","-"
https://en.tdk.eu/inf/80/db/fer/etd_29_16_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66358GX187.JPG,495-5451-ND,B66358G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,768,0,"0.83000","0","1","B66358","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 29 x 16 x 10","16.00mm","30.60mm","9.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_32_16_9.pdf,//media.digikey.com/photos/Epcos%20Photos/B66229GX187.JPG,495-5376-ND,B66229G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,276,0,"0.87000","0","1","B66229","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 32 x 16 x 9","16.40mm","32.00mm","9.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66285GX187.jpg,495-5391-ND,B66285G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,902,0,"1.07000","0","1","B66285","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66285GX149.jpg,495-5390-ND,B66285G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,527,0,"1.36000","0","1","B66285","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_44_22_15.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66365GX187.JPG,495-5478-ND,B66365G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,458,0,"2.06000","0","1","B66365","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 44 x 22 x 15","22.50mm","43.80mm","15.20mm","-"
https://en.tdk.eu/inf/80/db/fer/e_65_32_27.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66387GX187.jpg,495-5497-ND,B66387G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,64,0,"5.92000","0","1","B66387","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 65 x 32 x 27","32.80mm","65.00mm","27.40mm","-"
https://en.tdk.eu/inf/80/db/fer/etd_59_31_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66397GX197.JPG,495-5507-ND,B66397G0000X197,EPCOS (TDK),FERRITE CORE ETD N97 1PC,42,0,"6.75000","0","1","B66397","Active","ETD","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ETD 59 x 31 x 22","31.20mm","59.80mm","22.10mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65843AR30.JPG,495-5316-ND,B65843A0000R030,EPCOS (TDK),FERRITE CORE EP 2.8UH N30 2PCS,500,0,"0.67000","0","1","B65843A","Active","EP","2.8µH","-20%, +30%","Ungapped","2765","4300","N30","1.24","24.2","19.5","14.9","472","Uncoated","EP 13","6.50mm","12.80mm","9.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_32_16_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66233GX187.jpg,495-5382-ND,B66233G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,290,0,"1.08000","0","1","B66233","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 32 x 16 x 11","16.40mm","32.00mm","11.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65843AY38.JPG,495-5318-ND,B65843A0000Y038,EPCOS (TDK),FERRITE CORE EP 7UH T38 2PCS,990,0,"1.23000","0","1","B65843A","Active","EP","7µH","-30%, +40%","Ungapped","6910","10000","T38","1.24","24.2","19.5","14.9","472","Uncoated","EP 13","6.50mm","12.80mm","9.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_36_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66389GX187.JPG,495-5499-ND,B66389G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,544,0,"1.61000","0","1","B66389","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 36 x 18 x 11","18.00mm","36.00mm","11.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65847AR87.JPG,495-5325-ND,B65847A0000R087,EPCOS (TDK),FERRITE CORE EP 4UH N87 2PCS,305,0,"1.98000","0","1","B65847","Active","EP","4µH","-20%, +30%","Ungapped","1630","2200","N87","0.51","40","78","60","3120","Uncoated","EP 20","10.80mm","24.50mm","15.30mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_39_20_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66363-SERIES.jpg,495-5470-ND,B66363G0000X197,EPCOS (TDK),FERRITE CORE ETD N97 1PC,267,0,"1.98000","0","1","B66363","Active","ETD","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ETD 39 x 20 x 13","20.00mm","38.90mm","12.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_54_28_19.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66395GX197.jpg,495-5502-ND,B66395G0000X197,EPCOS (TDK),FERRITE CORE ETD N97 1PC,89,0,"4.38000","0","1","B66395","Active","ETD","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ETD 54 x 28 x 19","27.80mm","54.50mm","19.30mm","-"
https://en.tdk.eu/inf/80/db/fer/e_30_15_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66319GX130.JPG,495-5432-ND,B66319G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,445,0,"0.75000","0","1","B66319","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 30 x 15 x 7","15.20mm","30.00mm","7.30mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65839AY38.JPG,495-5312-ND,B65839A0000Y038,EPCOS (TDK),FERRITE CORE EP 5.2UH T38 2PCS,194,0,"1.04000","0","1","B65839","Active","EP","5.2µH","-30%, +40%","Ungapped","6310","10000","T38","1.52","15.7","10.3","8.5","162","Uncoated","EP 7","3.75mm","9.40mm","6.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65847AR30.JPG,495-5324-ND,B65847A0000R030,EPCOS (TDK),FERRITE CORE EP 6.7UH N30 2PCS,381,0,"2.32000","0","1","B65847","Active","EP","6.7µH","-20%, +30%","Ungapped","2730","5200","N30","0.51","40","78","60","3120","Uncoated","EP 20","10.80mm","24.50mm","15.30mm","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/PC44ER9.5_5-Z_Spec.pdf,-,445-175083-ND,PC44ER9.5/5-Z,TDK Corporation,FERRITE CORE FOR SWITCHING POWER,900,0,"0.47000","0","1","-","Active","ER","-","-","Ungapped","-","-","PC44","1.68","14.2","8.47","-","120","Uncoated","ER 9.5 x 5","4.90mm","9.35mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/H5C2ER9.5_5-Z_Spec.pdf,-,445-175082-ND,H5C2ER9.5/5-Z,TDK Corporation,FERRITE CORE FOR TELECOMMUNICATI,835,0,"0.50000","0","1","-","Active","ER","-","-","Ungapped","-","-","H5C2","-","-","-","-","-","Uncoated","ER 9.5 x 5","5.00mm","9.50mm","5.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75471-ND,B66283G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,556,0,"0.64000","0","1","B66283","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
