Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Type","Inductance Factor (Al)","Tolerance","Gap","Effective Permeability (µe)","Initial Permeability (µi)","Material","Core Factor (ΣI/A) mm<sup>1</sup>","Effective Length (le) mm","Effective Area (Ae) mm²","Minimum Core Cross Section (Amin) mm²","Effective Magnetic Volume (Ve) mm³","Finish","Supplier Device Package","Height","Length","Width","Diameter"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75490-ND,B66453G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,440,0,"0.64000","0","1","B66453","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75473-ND,B66283G0000X192,EPCOS (TDK),FERRITE CORE ELP N92 1PC,974,0,"0.73000","0","1","B66283","Active","ELP","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75492-ND,B66453G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,971,0,"0.79000","0","1","B66453","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75489-ND,B66453G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,843,0,"0.79000","0","1","B66453","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75491-ND,B66453G0000X192,EPCOS (TDK),FERRITE CORE ELP N92 1PC,835,0,"0.79000","0","1","B66453","Active","ELP","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/PC44EPC13-Z_Spec.pdf,//media.digikey.com/Photos/TDK%20Photos/PC44EPC13-Z.jpg,445-175084-ND,PC44EPC13-Z,TDK Corporation,FERRITE CORE FOR SWITCHING POWER,800,0,"0.85000","0","1","-","Active","EPC","-","±25%","Ungapped","-","-","PC44","2.45","30.6","12.5","-","382","Uncoated","EPC 13","6.60mm","13.25mm","4.60mm","-"
https://en.tdk.eu/inf/80/db/fer/er_11_5.pdf,-,495-75894-ND,B65525J0000R097,EPCOS (TDK),FERRITE CORE ER 1.2UH N97 2PCS,826,0,"0.89000","0","1","B65525","Active","ER","1.2µH","-20%, +30%","Ungapped","1086","2300","N97","1.1","14.1","12.4","-","174","Uncoated","ER 11 x 5","2.50mm","11.00mm","6.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,-,495-75494-ND,B66455G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,565,0,"0.99000","0","1","B66455","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_14_5_6.pdf,-,495-75465-ND,B65513J0000R049,EPCOS (TDK),FERRITE CORE ER 1.1UH N49 2PCS,799,0,"1.17000","0","1","B65513","Active","ER","1.1µH","-20%, +30%","Ungapped","800","1500","N49","1.1","19","17.6","-","333","Uncoated","ER 14.5 x 6","2.95mm","14.50mm","6.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_25_6_15.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66484G0000X187.JPG,495-75534-ND,B66484G0000X187,EPCOS (TDK),FERRITE CORE ER N87 1PC,779,0,"1.17000","0","1","B66484","Active","ER","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ER 25 x 6 x 15","5.50mm","25.00mm","14.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,-,495-75495-ND,B66455G0000X192,EPCOS (TDK),FERRITE CORE ELP N92 1PC,574,0,"1.26000","0","1","B66455","Active","ELP","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://en.tdk.eu/inf/80/db/fer/er_23_5_13.pdf,-,495-75517-ND,B66482G0000X187,EPCOS (TDK),FERRITE CORE ER N87 1PC,864,0,"1.27000","0","1","B66482","Active","ER","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ER 23 x 5 x 13","5.10mm","23.20mm","12.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_25.pdf,-,495-75513-ND,B66481G0000X192,EPCOS (TDK),FERRITE CORE EQ N92 1PC,324,0,"1.27000","0","1","B66481","Active","EQ","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","EQ 25 x 6","5.60mm","25.00mm","18.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,-,495-75475-ND,B66285G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,622,0,"1.36000","0","1","B66285","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,-,495-75474-ND,B66285G0000X192,EPCOS (TDK),FERRITE CORE ELP N92 1PC,569,0,"1.36000","0","1","B66285","Active","ELP","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_25_6_15.pdf,-,495-75533-ND,B66484G0000X149,EPCOS (TDK),FERRITE CORE ER N49 1PC,599,0,"1.44000","0","1","B66484","Active","ER","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ER 25 x 6 x 15","5.50mm","25.00mm","14.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_25_6_15.pdf,-,495-75535-ND,B66484G0000X192,EPCOS (TDK),FERRITE CORE ER N92 1PC,450,0,"1.44000","0","1","B66484","Active","ER","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ER 25 x 6 x 15","5.50mm","25.00mm","14.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,-,495-75497-ND,B66457G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,240,0,"1.44000","0","1","B66457","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_25_6_15.pdf,-,495-75536-ND,B66484G0000X197,EPCOS (TDK),FERRITE CORE ER N97 1PC,30,0,"1.44000","0","1","B66484","Active","ER","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ER 25 x 6 x 15","5.50mm","25.00mm","14.80mm","-"
https://en.tdk.eu/inf/80/db/fer/er_23_5_13.pdf,-,495-75518-ND,B66482G0000X192,EPCOS (TDK),FERRITE CORE ER N92 1PC,529,0,"1.56000","0","1","B66482","Active","ER","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ER 23 x 5 x 13","5.10mm","23.20mm","12.50mm","-"
https://en.tdk.eu/inf/80/db/fer/er_23_5_13.pdf,-,495-75519-ND,B66482G0000X197,EPCOS (TDK),FERRITE CORE ER N97 1PC,504,0,"1.56000","0","1","B66482","Active","ER","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ER 23 x 5 x 13","5.10mm","23.20mm","12.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,-,495-75459-ND,B66457G0000X149,EPCOS (TDK),FERRITE CORE ELP N49,503,0,"1.56000","0","1","B66457","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://en.tdk.eu/inf/80/db/fer/er_23_5_13.pdf,-,495-75516-ND,B66482G0000X149,EPCOS (TDK),FERRITE CORE ER N49 1PC,394,0,"1.56000","0","1","B66482","Active","ER","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ER 23 x 5 x 13","5.10mm","23.20mm","12.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,-,495-75478-ND,B66287G0000X195,EPCOS (TDK),FERRITE CORE ELP N95 1PC,606,0,"1.64000","0","1","B66287","Active","ELP","-","-","Ungapped","-","-","N95","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,-,495-75477-ND,B66287G0000X192,EPCOS (TDK),FERRITE CORE ELP N92 1PC,288,0,"1.64000","0","1","B66287","Active","ELP","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66287G0000X197.jpg,495-75479-ND,B66287G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,269,0,"1.64000","0","1","B66287","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,-,495-75498-ND,B66457G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,304,0,"1.83000","0","1","B66457","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_30.pdf,-,495-75544-ND,B66506G0000X149,EPCOS (TDK),FERRITE CORE EQ N49 1PC,91,0,"1.86000","0","1","B66506","Active","EQ","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","EQ 30 x 8","8.00mm","30.00mm","20.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_30.pdf,-,495-75545-ND,B66506G0000X192,EPCOS (TDK),FERRITE CORE EQ N92 1PC,576,0,"1.88000","0","1","B66506","Active","EQ","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","EQ 30 x 8","8.00mm","30.00mm","20.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_30.pdf,-,495-75547-ND,B66506G0000X197,EPCOS (TDK),FERRITE CORE EQ N97 1PC,418,0,"1.88000","0","1","B66506","Active","EQ","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","EQ 30 x 8","8.00mm","30.00mm","20.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_32_5_21.pdf,-,495-75542-ND,B66501G0000X192,EPCOS (TDK),FERRITE CORE ER N92 1PC,762,0,"1.90000","0","1","B66501","Active","ER","-","-","Ungapped","-","-","N92","-","-","-","-","-","Uncoated","ER 32 x 5 x 21","5.10mm","32.00mm","21.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_38.pdf,-,495-75499-ND,B66459G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,370,0,"2.03000","0","1","B66459","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 38 x 8 x 25","8.25mm","38.10mm","25.40mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_32_5_21.pdf,-,495-75543-ND,B66501G0000X197,EPCOS (TDK),FERRITE CORE ER N97 1PC,673,0,"2.10000","0","1","B66501","Active","ER","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ER 32 x 5 x 21","5.10mm","32.00mm","21.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_42_22_15.pdf,-,495-75487-ND,B66347G0000X187,EPCOS (TDK),FERRITE CORE ER N87 1PC,388,0,"2.21000","0","1","B66347","Active","ER","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ER 42 x 22 x 15","21.80mm","42.00mm","15.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_38.pdf,-,495-75500-ND,B66459G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,446,0,"2.58000","0","1","B66459","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 38 x 8 x 25","8.25mm","38.10mm","25.40mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_64.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66295GX187.jpg,495-75486-ND,B66295G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,62,0,"11.63000","0","1","B66295","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 64 x 10 x50","10.20mm","64.00mm","50.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66307GX187.JPG,495-5413-ND,B66307G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,0,0,"0.38000","0","1","B66307","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 16 x 8 x 5","8.20mm","16.00mm","4.70mm","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/B66281G_K_Series.pdf,//media.digikey.com/photos/Epcos%20Photos/B66281GX187.JPG,495-5386-ND,B66281G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,0,0,"0.55000","0","1","B66281","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 14 x 3.5 x 5","3.50mm","14.00mm","5.00mm","-"
https://en.tdk.eu/inf/80/db/fer/er_11_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65525JR87.JPG,495-5112-ND,B65525J0000R087,EPCOS (TDK),FERRITE CORE ER 1.2UH N87 2PCS,0,0,"0.65000","0","1","B65525","Active","ER","1.2µH","-20%, +30%","Ungapped","1050","2200","N87","1.1","14.1","12.4","-","174","Uncoated","ER 11 x 5","2.50mm","11.00mm","6.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66283GX187.JPG,495-5387-ND,B66283G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,0,0,"0.65000","0","1","B66283","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66287GX187.jpg,495-5394-ND,B66287G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,0,0,"1.34000","0","1","B66287","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_39_20_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66363-SERIES.jpg,495-5469-ND,B66363G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,39,0,"1.45000","0","1","B66363","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 39 x 20 x 13","20.00mm","38.90mm","12.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_42_21_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66329GX187.JPG,495-5439-ND,B66329G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,4,0,"2.23000","0","1","B66329","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 42 x 21 x 20","21.20mm","42.00mm","20.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/etd_49_25_16.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66367GX187.jpg,495-5487-ND,B66367G0000X187,EPCOS (TDK),FERRITE CORE ETD N87 1PC,1,0,"2.42000","0","1","B66367","Active","ETD","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ETD 49 x 25 x 16","24.90mm","48.50mm","16.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66291GX187.jpg,495-5400-ND,B66291G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,0,0,"2.72000","0","1","B66291","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://en.tdk.eu/inf/80/db/fer/e_80_38_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66375GX187.JPG,495-5493-ND,B66375G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,0,0,"6.50000","0","1","B66375","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 80 x 38 x 20","38.50mm","80.00mm","20.20mm","-"
https://en.tdk.eu/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/photos/Epcos%20Photos/B66307GX130.JPG,495-5412-ND,B66307G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,0,0,"0.42000","0","1","B66307","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 16 x 8 x 5","8.20mm","16.00mm","4.70mm","-"
https://en.tdk.eu/inf/80/db/fer/er_11_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65525JY38.JPG,495-5113-ND,B65525J0000Y038,EPCOS (TDK),FERRITE CORE ER 6.4UH T38 2PCS,0,0,"0.97000","0","1","B65525","Active","ER","6.4µH","-30%, +40%","Ungapped","5600","10000","T38","1.1","14.1","12.4","-","174","Uncoated","ER 11 x 5","2.50mm","11.00mm","6.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/eq_25.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66481GX197.jpg,495-5537-ND,B66481G0000X197,EPCOS (TDK),FERRITE CORE EQ N97 1PC,0,0,"1.41000","0","1","B66481","Active","EQ","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","EQ 25 x 6","5.60mm","25.00mm","18.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_38.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66289GX187.JPG,495-5397-ND,B66289G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,0,0,"2.56000","0","1","B66289","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 38 x 8 x 25","8.25mm","38.10mm","25.40mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66291GX149.jpg,495-5399-ND,B66291G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,4,0,"3.46000","0","1","B66291","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_58.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66293GX187.JPG,495-5402-ND,B66293G0000X187,EPCOS (TDK),FERRITE CORE ELP N87 1PC,21,0,"6.53000","0","1","B66293","Active","ELP","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","ELP 58 x 11 x 38","10.50mm","58.40mm","38.10mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_7.pdf,-,495-76570-ND,B65839A0000R030,EPCOS (TDK),FERRITE CORE EP 2UH N30 2PCS,0,0,"0.72000","0","1","B65839","Active","EP","2µH","-20%, +30%","Ungapped","2430","4300","N30","1.52","15.7","10.3","8.5","162","Uncoated","EP 7","3.75mm","9.40mm","6.50mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ep_10.pdf,-,495-76571-ND,B65841A0000R030,EPCOS (TDK),FERRITE CORE EP 2UH N30 2PCS,0,0,"0.73000","0","1","B65841","Active","EP","2µH","-20%, +30%","Ungapped","2700","4300","N30","1.7","19.2","11.3","8.5","217","Uncoated","EP 10","5.20mm","11.80mm","7.85mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_18.pdf,-,495-75472-ND,B66283G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,0,0,"0.73000","0","1","B66283","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 18 x 4 x 10","4.00mm","18.00mm","10.00mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_14_5_6.pdf,-,495-75466-ND,B65513J0000R087,EPCOS (TDK),FERRITE CORE ER 1.5UH N87 2PCS,0,0,"0.88000","0","1","B65513","Active","ER","1.5µH","-20%, +30%","Ungapped","1250","2200","N87","1.1","19","17.6","-","333","Uncoated","ER 14.5 x 6","2.95mm","14.50mm","6.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/er_14_5_6.pdf,-,495-75467-ND,B65513J0000R097,EPCOS (TDK),FERRITE CORE ER 1.5UH N97 2PCS,0,0,"1.17000","0","1","B65513","Active","ER","1.5µH","-20%, +30%","Ungapped","1290","2300","N97","1.1","19","17.6","-","333","Uncoated","ER 14.5 x 6","2.95mm","14.50mm","6.70mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_22.pdf,-,495-75496-ND,B66455G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,0,0,"1.26000","0","1","B66455","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 22 x 6 x 16","5.70mm","21.80mm","15.80mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_32.pdf,-,495-75476-ND,B66287G0000X149,EPCOS (TDK),FERRITE CORE ELP N49 1PC,0,0,"1.64000","0","1","B66287","Active","ELP","-","-","Ungapped","-","-","N49","-","-","-","-","-","Uncoated","ELP 32 x 6 x 20","6.35mm","31.75mm","20.35mm","-"
https://product.tdk.com/info/en/documents/data_sheet/elp_43.pdf,-,495-75504-ND,B66461G0000X197,EPCOS (TDK),FERRITE CORE ELP N97 1PC,0,0,"3.59000","0","1","B66461","Active","ELP","-","-","Ungapped","-","-","N97","-","-","-","-","-","Uncoated","ELP 43 x 10 x 28","9.50mm","43.20mm","27.90mm","-"
https://en.tdk.eu/inf/80/db/fer/e_13_7_4.pdf,-,B66305G0000X130-ND,B66305G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,0,0,"0.13635","0","3450","B66305","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 13 x 7 x 4","6.50mm","12.60mm","3.70mm","-"
https://en.tdk.eu/inf/80/db/fer/e_6_3.pdf,-,B66300G0000X187-ND,B66300G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,0,0,"0.15730","0","7500","B66300","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 6 x 3","2.90mm","6.30mm","2.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_19_8_5.pdf,-,B66379G0000X187-ND,B66379G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,0,0,"0.15860","0","7140","B66379","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 19 x 8 x 5","8.00mm","19.00mm","4.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_6_3.pdf,-,B66300G0000X130-ND,B66300G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,0,0,"0.17160","0","7500","B66300","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 6 x 3","2.90mm","6.30mm","2.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_16_6_5.pdf,-,B66393G0000X187-ND,B66393G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,0,0,"0.17680","0","6000","B66393","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 16 x 6 x 5","5.80mm","16.00mm","4.70mm","-"
https://en.tdk.eu/inf/80/db/fer/e_16_8_5.pdf,-,B66307F0000X146-ND,B66307F0000X146,EPCOS (TDK),FERRITE CORE E T46 1PC,0,0,"0.18620","0","2000","B66307","Active","E","-","-","Ungapped","-","-","T46","-","-","-","-","-","Uncoated","E 16 x 8 x 5","8.20mm","16.00mm","4.70mm","-"
https://en.tdk.eu/inf/80/db/fer/e_13_7_4.pdf,-,B66305F0000X146-ND,B66305F0000X146,EPCOS (TDK),FERRITE CORE E T46 1PC,0,0,"0.19305","0","3450","B66305","Active","E","-","-","Ungapped","-","-","T46","-","-","-","-","-","Uncoated","E 13 x 7 x 4","6.50mm","12.60mm","3.70mm","-"
https://en.tdk.eu/inf/80/db/fer/e_19_8_5.pdf,-,B66379G0000X130-ND,B66379G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,0,0,"0.19460","0","1785","B66379","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 19 x 8 x 5","8.00mm","19.00mm","4.80mm","-"
https://en.tdk.eu/inf/80/db/fer/e_10_5_5_5.pdf,-,B66322G0000X187-ND,B66322G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,0,0,"0.20410","0","4000","B66322","Active","E","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","E 10 x 5.5 x 5","5.50mm","10.20mm","4.80mm","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66281G_P.pdf,-,B66281P0000X187-ND,B66281P0000X187,EPCOS (TDK),FERRITE CORE,0,0,"0.22545","0","2400","-","Active","ELP","-","±25%","Ungapped","1140","-","N87","-","16.7","14.5","13.9","242","Uncoated","-","1.5mm","14mm","5mm","-"
https://product.tdk.com/info/en/documents/data_sheet/ev_15_9_7.pdf,-,B66434G0000X187-ND,B66434G0000X187,EPCOS (TDK),FERRITE CORE EV N87 1PC,0,0,"0.23220","0","1280","B66434","Active","EV","-","-","Ungapped","-","-","N87","-","-","-","-","-","Uncoated","EV 15 x 9 x 7","9.00mm","14.80mm","7.00mm","-"
https://en.tdk.eu/inf/80/db/fer/e_21_9_5.pdf,-,B66314G0000X130-ND,B66314G0000X130,EPCOS (TDK),FERRITE CORE E N30 1PC,0,0,"0.24570","0","1785","B66314","Active","E","-","-","Ungapped","-","-","N30","-","-","-","-","-","Uncoated","E 21 x 9 x 5","8.70mm","21.10mm","5.00mm","-"
